Datetime,kWh,hour,day_of_month,day_of_week,month,is_weekend,pressure_at_sea,precip_dur_past10min,wind_dir,wind_speed,temp_dew,pressure,visib_mean_last10min,temp_dry,humidity,cloud_cover,visibility
11/1/2018 0:00,0.247,0,1,3,11,0,1017.966667,0,115.1666667,2.616666667,5.9,1011.083333,8150,6.15,98.33333333,5,7666.666667
11/1/2018 1:00,0.131,1,1,3,11,0,1017.75,0,119.5,2.733333333,6.25,1010.883333,13666.66667,6.833333333,96.16666667,44.16666667,13333.33333
11/1/2018 2:00,0.132,2,1,3,11,0,1017.5,0,121.5,3.016666667,5.95,1010.6,22416.66667,7.383333333,90.83333333,77.5,22000
11/1/2018 3:00,0.076,3,1,3,11,0,1017.366667,0,124.1666667,3.7,5.616666667,1010.533333,31483.33333,7.766666667,86.16666667,95,29666.66667
11/1/2018 4:00,0.061,4,1,3,11,0,1016.916667,0,117.6666667,3.333333333,5.516666667,1010.1,36266.66667,7.866666667,85,95,34166.66667
11/1/2018 5:00,0.113,5,1,3,11,0,1016.683333,0,112.3333333,3.716666667,5.583333333,1009.833333,38216.66667,7.883333333,85.66666667,88.33333333,35000
11/1/2018 6:00,0.09,6,1,3,11,0,1016.416667,0,108.1666667,3.333333333,5.566666667,1009.566667,36450,7.4,88,25.83333333,34166.66667
11/1/2018 7:00,0.06,7,1,3,11,0,1016.2,0,114.8333333,3.55,5.883333333,1009.4,35666.66667,7.933333333,86.66666667,9.166666667,33333.33333
11/1/2018 8:00,0.073,8,1,3,11,0,1015.85,0,118.5,3.4,6.116666667,1009.05,33416.66667,8.566666667,84.5,3.333333333,30833.33333
11/1/2018 9:00,0.069,9,1,3,11,0,1015.616667,0,116.3333333,2.566666667,6.4,1008.816667,32016.66667,8.916666667,84.16666667,1.666666667,29333.33333
11/1/2018 10:00,0.057,10,1,3,11,0,1015.266667,0,111.5,2.6,7.016666667,1008.516667,30833.33333,10.36666667,79.83333333,5,29666.66667
11/1/2018 11:00,0.207,11,1,3,11,0,1014.616667,0,90.33333333,3,7.433333333,1007.85,29883.33333,10.31666667,82.5,31.66666667,28000
11/1/2018 12:00,0.185,12,1,3,11,0,1014.316667,0,94.16666667,3.033333333,8.016666667,1007.55,22466.66667,9.833333333,88.16666667,38.33333333,22000
11/1/2018 13:00,0.277,13,1,3,11,0,1013.45,0,88,2.566666667,7.75,1006.716667,27033.33333,9.9,86.33333333,3.333333333,26500
11/1/2018 14:00,0.172,14,1,3,11,0,1013,0,85.33333333,2.833333333,7.6,1006.216667,23700,9.333333333,89,0,23333.33333
11/1/2018 15:00,0.096,15,1,3,11,0,1012.433333,0,85.66666667,3.266666667,7.3,1005.633333,23800,8.866666667,89.66666667,0,23333.33333
11/1/2018 16:00,0.068,16,1,3,11,0,1011.4,0,77.33333333,2.983333333,7.716666667,1004.6,17866.66667,8.85,92.83333333,47.5,17333.33333
11/1/2018 17:00,0.069,17,1,3,11,0,1011.133333,0,82.83333333,2.85,8.1,1004.4,11166.66667,8.883333333,95,63.33333333,10833.33333
11/1/2018 18:00,0.08,18,1,3,11,0,1010.45,0,89.16666667,3.216666667,8.266666667,1003.7,8500,9.016666667,95,82.5,8000
11/1/2018 19:00,0.079,19,1,3,11,0,1010.283333,0,112.1666667,2.983333333,8.25,1003.533333,7450,9.05,95,100,7000
11/1/2018 20:00,1.357,20,1,3,11,0,1009.966667,0,121,2.15,8.1,1003.183333,6516.666667,8.95,94.33333333,100,6000
11/1/2018 21:00,0.434,21,1,3,11,0,1009.1,0,114.1666667,1.85,7.933333333,1002.366667,5816.666667,8.7,95,100,5333.333333
11/1/2018 22:00,0.308,22,1,3,11,0,1008.65,0,119,1.783333333,7.866666667,1001.866667,5683.333333,8.566666667,95.5,100,5000
11/1/2018 23:00,0.334,23,1,3,11,0,1008.866667,0,163.1666667,2.583333333,8.016666667,1002.1,4833.333333,8.6,96,100,4733.333333
11/2/2018 0:00,0.313,0,2,4,11,0,1008.666667,0,198.1666667,1.516666667,7.966666667,1001.916667,3833.333333,8.5,96.33333333,100,3833.333333
11/2/2018 1:00,0.312,1,2,4,11,0,1008.766667,0,181.6666667,2.05,7.933333333,1002.016667,3266.666667,8.366666667,97,100,3266.666667
11/2/2018 2:00,0.287,2,2,4,11,0,1008.8,0,195.3333333,2.433333333,7.883333333,1002.05,3533.333333,8.366666667,97,90,3533.333333
11/2/2018 3:00,0.208,3,2,4,11,0,1008.966667,0,190.5,2.766666667,7.7,1002.183333,3500,8.233333333,96.33333333,87.5,3500
11/2/2018 4:00,0.133,4,2,4,11,0,1009.35,0,185.5,3.883333333,7.866666667,1002.616667,3200,8.3,97.16666667,96.66666667,3200
11/2/2018 5:00,0.072,5,2,4,11,0,1009.75,0,186.1666667,3.916666667,8.316666667,1003,3633.333333,8.683333333,97.83333333,100,3633.333333
11/2/2018 6:00,0.063,6,2,4,11,0,1010.383333,0,187.8333333,4.416666667,8.35,1003.633333,5216.666667,9.033333333,95.5,100,4966.666667
11/2/2018 7:00,0.062,7,2,4,11,0,1011.1,0,189.5,4.683333333,8.283333333,1004.366667,5116.666667,9.116666667,94.66666667,100,5000
11/2/2018 8:00,0.074,8,2,4,11,0,1011.566667,0,186.3333333,5.25,8.416666667,1004.816667,5250,9.316666667,94.16666667,100,4916.666667
11/2/2018 9:00,0.123,9,2,4,11,0,1012.133333,0.166666667,188.1666667,5.583333333,8.75,1005.333333,3450,9.316666667,96.33333333,100,3450
11/2/2018 10:00,0.057,10,2,4,11,0,1012.35,0,190.8333333,5.433333333,8.933333333,1005.566667,5450,9.633333333,95.33333333,95,5333.333333
11/2/2018 11:00,0.076,11,2,4,11,0,1012.766667,0,201.1666667,5.05,8.95,1005.983333,7233.333333,10.06666667,92.66666667,95,6833.333333
11/2/2018 12:00,0.223,12,2,4,11,0,1013.633333,0,228,4.466666667,9,1006.883333,18716.66667,10.21666667,92.16666667,89.16666667,17833.33333
11/2/2018 13:00,0.071,13,2,4,11,0,1014.683333,0,252.8333333,4.416666667,7.5,1007.933333,45050,10.23333333,83,84.16666667,42500
11/2/2018 14:00,0.064,14,2,4,11,0,1015.916667,0,244.5,4.8,6.8,1009.166667,40483.33333,10.11666667,80,67.5,38333.33333
11/2/2018 15:00,0.099,15,2,4,11,0,1017.116667,0,246.3333333,4.716666667,5.966666667,1010.3,43866.66667,9.333333333,79.33333333,59.16666667,40833.33333
11/2/2018 16:00,0.081,16,2,4,11,0,1018.15,0,244.3333333,4.383333333,5.666666667,1011.333333,40016.66667,8.133333333,84.5,3.333333333,37500
11/2/2018 17:00,0.071,17,2,4,11,0,1019.116667,0,243.5,5.033333333,5.583333333,1012.266667,37083.33333,7.75,86.16666667,13.33333333,34166.66667
11/2/2018 18:00,0.065,18,2,4,11,0,1020.316667,0,244.8333333,5.2,5.616666667,1013.433333,35466.66667,7.516666667,88.16666667,45.83333333,33333.33333
11/2/2018 19:00,0.07,19,2,4,11,0,1021.133333,0,255,4.466666667,5.516666667,1014.266667,36183.33333,7.15,89.16666667,37.5,34166.66667
11/2/2018 20:00,0.115,20,2,4,11,0,1022.183333,0.166666667,259,4.25,5.516666667,1015.283333,26500,6.966666667,90.5,77.5,25500
11/2/2018 21:00,0.076,21,2,4,11,0,1022.783333,0,256.5,3.183333333,5.216666667,1015.866667,41000,6.683333333,90.5,54.16666667,38333.33333
11/2/2018 22:00,0.056,22,2,4,11,0,1023.383333,0,242.5,2.683333333,4.3,1016.483333,35800,5.433333333,92.5,0,33333.33333
11/2/2018 23:00,0.064,23,2,4,11,0,1024.066667,0,244.1666667,2.533333333,3.733333333,1017.116667,28933.33333,4.7,93.5,0,28333.33333
11/3/2018 0:00,0.071,0,3,5,11,1,1024.783333,0,241.1666667,2.466666667,3.25,1017.8,27000,4.066666667,94.5,0,26500
11/3/2018 1:00,0.058,1,3,5,11,1,1025.066667,0,239.1666667,2.3,2.866666667,1018.066667,26733.33333,3.6,94.83333333,0,26333.33333
11/3/2018 2:00,0.056,2,3,5,11,1,1025.35,0,237.8333333,3.1,2.8,1018.35,29333.33333,3.633333333,94.33333333,0,28666.66667
11/3/2018 3:00,0.067,3,3,5,11,1,1025.566667,0,239,2.95,2.716666667,1018.566667,25283.33333,3.5,94.66666667,0,24833.33333
11/3/2018 4:00,0.122,4,3,5,11,1,1025.9,0,236.5,2.483333333,2.5,1018.9,26733.33333,3.25,95,0,26166.66667
11/3/2018 5:00,0.068,5,3,5,11,1,1026.1,0,240.3333333,2.533333333,2.616666667,1019.1,29500,3.366666667,94.83333333,0,29000
11/3/2018 6:00,0.058,6,3,5,11,1,1026.616667,0,236,2.916666667,2.616666667,1019.616667,30650,3.45,94.66666667,0,29666.66667
11/3/2018 7:00,0.059,7,3,5,11,1,1027.2,0,223.3333333,1.35,2.433333333,1020.183333,28783.33333,3.25,94.5,0,28000
11/3/2018 8:00,0.071,8,3,5,11,1,1027.2,0,223.5,2.316666667,4.016666667,1020.25,33866.66667,5.533333333,90.16666667,0,31500
11/3/2018 9:00,0.064,9,3,5,11,1,1027.116667,0,229,2.85,4.85,1020.216667,33750,7.183333333,85.33333333,0,31666.66667
11/3/2018 10:00,0.056,10,3,5,11,1,1027.133333,0,212.1666667,3.55,5.466666667,1020.266667,38400,8.916666667,79.16666667,0,35833.33333
11/3/2018 11:00,0.061,11,3,5,11,1,1027.05,0,208,4.283333333,5.5,1020.166667,38600,9.716666667,74.83333333,0,36666.66667
11/3/2018 12:00,0.071,12,3,5,11,1,1026.6,0,206,4.266666667,5.466666667,1019.75,40483.33333,10.08333333,73,0,37500
11/3/2018 13:00,0.055,13,3,5,11,1,1026.45,0,204.3333333,4.4,5.3,1019.6,44000,9.833333333,73.33333333,10,41666.66667
11/3/2018 14:00,0.054,14,3,5,11,1,1026.216667,0,186.6666667,3.183333333,5.75,1019.35,47966.66667,8.916666667,80.5,39.16666667,46666.66667
11/3/2018 15:00,0.071,15,3,5,11,1,1026.183333,0,185.3333333,3.316666667,5.7,1019.283333,45966.66667,7.666666667,87.33333333,0,44166.66667
11/3/2018 16:00,0.064,16,3,5,11,1,1026.416667,0,188.1666667,3.183333333,5.833333333,1019.483333,19100,6.866666667,92.83333333,1.666666667,18666.66667
11/3/2018 17:00,0.055,17,3,5,11,1,1026.416667,0,182.3333333,3.483333333,5.933333333,1019.483333,9050,6.5,96,0,8666.666667
11/3/2018 18:00,0.062,18,3,5,11,1,1026.416667,0,186.8333333,3.383333333,5.583333333,1019.483333,9633.333333,6.266666667,95.66666667,0,9333.333333
11/3/2018 19:00,0.071,19,3,5,11,1,1026.35,0,185.3333333,3.166666667,4.883333333,1019.433333,13750,5.766666667,94,0,13333.33333
11/3/2018 20:00,0.055,20,3,5,11,1,1026.316667,0,173.3333333,2.883333333,3.85,1019.316667,12100,4.583333333,95,0,11500
11/3/2018 21:00,0.055,21,3,5,11,1,1026.166667,0,179.1666667,2.916666667,3.95,1019.2,9500,4.366666667,97.16666667,0,9000
11/3/2018 22:00,0.07,22,3,5,11,1,1025.8,0,186.1666667,2.9,3.883333333,1018.866667,13066.66667,4.666666667,94.66666667,0,12666.66667
11/3/2018 23:00,0.065,23,3,5,11,1,1025.6,0,182.8333333,2.483333333,2.65,1018.616667,9916.666667,3.45,94.5,0,9500
11/4/2018 0:00,0.055,0,4,6,11,1,1025.15,0,169.1666667,2.416666667,1.7,1018.133333,6966.666667,2.25,96.33333333,0,6333.333333
11/4/2018 1:00,0.062,1,4,6,11,1,1024.516667,0,142.8333333,2.533333333,1.883333333,1017.5,4983.333333,2.216666667,97.66666667,0,4750
11/4/2018 2:00,0.071,2,4,6,11,1,1023.85,0,168.6666667,2.9,2.233333333,1016.85,7366.666667,2.533333333,98,0,6833.333333
11/4/2018 3:00,0.055,3,4,6,11,1,1023.533333,0,160,2.616666667,1.866666667,1016.516667,5866.666667,2.283333333,97.33333333,0,5716.666667
11/4/2018 4:00,0.104,4,4,6,11,1,1023.2,0,141.6666667,2.266666667,1.616666667,1016.183333,4683.333333,1.866666667,98.16666667,0,4450
11/4/2018 5:00,0.075,5,4,6,11,1,1023.066667,0,159.5,3.416666667,2.6,1016.1,6666.666667,2.8,98.66666667,0,6333.333333
11/4/2018 6:00,0.069,6,4,6,11,1,1023.033333,0,154.3333333,3.516666667,2.833333333,1016.05,8583.333333,3.166666667,97.83333333,0,8000
11/4/2018 7:00,0.056,7,4,6,11,1,1023,0,134.6666667,2.533333333,3.55,1016.016667,14666.66667,4.083333333,96.16666667,0,14166.66667
11/4/2018 8:00,0.056,8,4,6,11,1,1022.75,0,144.6666667,3.05,5.2,1015.816667,16316.66667,5.966666667,94.66666667,8.333333333,15833.33333
11/4/2018 9:00,0.072,9,4,6,11,1,1022.15,0,140.3333333,4.383333333,6.583333333,1015.283333,16266.66667,7.666666667,92.83333333,68.33333333,16000
11/4/2018 10:00,0.062,10,4,6,11,1,1021.716667,0,137.3333333,4.55,6.166666667,1014.866667,19916.66667,7.666666667,90.33333333,95,19500
11/4/2018 11:00,0.055,11,4,6,11,1,1021.083333,0,135.5,3.866666667,6.583333333,1014.233333,15933.33333,7.933333333,91,93.33333333,15666.66667
11/4/2018 12:00,0.063,12,4,6,11,1,1020.3,0,125.5,3.516666667,7.133333333,1013.466667,15550,8.35,92,96.66666667,15000
11/4/2018 13:00,0.07,13,4,6,11,1,1019.75,0,133.1666667,4.45,7.166666667,1012.9,17550,8.566666667,91,100,17166.66667
11/4/2018 14:00,0.054,14,4,6,11,1,1019.35,0,143.6666667,4.916666667,7.166666667,1012.5,13383.33333,8.45,92,100,12833.33333
11/4/2018 15:00,0.056,15,4,6,11,1,1019.066667,0,145.1666667,3.916666667,7.116666667,1012.233333,9650,8.2,93,100,9333.333333
11/4/2018 16:00,0.071,16,4,6,11,1,1018.916667,0,149.1666667,3.7,7.166666667,1012.05,8050,8.116666667,94,100,7666.666667
11/4/2018 17:00,0.059,17,4,6,11,1,1018.916667,0,153.5,3.15,7.15,1012.05,6750,7.883333333,95.16666667,100,6166.666667
11/4/2018 18:00,0.054,18,4,6,11,1,1018.816667,0,153.1666667,2.7,7.3,1011.95,5383.333333,7.883333333,96.33333333,100,5150
11/4/2018 19:00,0.066,19,4,6,11,1,1018.75,0,149.8333333,2.5,7.383333333,1011.916667,4866.666667,7.85,97,100,4866.666667
11/4/2018 20:00,0.064,20,4,6,11,1,1018.683333,0,146.6666667,2.733333333,7.333333333,1011.8,4950,7.9,96.16666667,100,4866.666667
11/4/2018 21:00,0.054,21,4,6,11,1,1018.5,0,140.1666667,3.133333333,7.183333333,1011.65,7650,7.966666667,94.66666667,100,7166.666667
11/4/2018 22:00,0.061,22,4,6,11,1,1018.283333,0,145.8333333,2.816666667,7.183333333,1011.45,6150,7.783333333,96,100,5666.666667
11/4/2018 23:00,0.072,23,4,6,11,1,1017.966667,0,138.6666667,2.383333333,7.333333333,1011.133333,4750,7.833333333,96.83333333,100,4566.666667
11/5/2018 0:00,0.056,0,5,0,11,0,1017.45,0,117.3333333,2.3,7.583333333,1010.633333,2900,7.866666667,98.16666667,100,2900
11/5/2018 1:00,0.053,1,5,0,11,0,1017.266667,0,101.1666667,2.266666667,7.65,1010.383333,2750,7.866666667,99,100,2750
11/5/2018 2:00,0.07,2,5,0,11,0,1016.9,0,94.16666667,1.85,7.666666667,1010.066667,2583.333333,7.816666667,99,100,2583.333333
11/5/2018 3:00,0.061,3,5,0,11,0,1016.616667,0,95,2.183333333,8.05,1009.783333,2766.666667,8.15,99,100,2766.666667
11/5/2018 4:00,0.095,4,5,0,11,0,1016.333333,0,107,2.383333333,8.333333333,1009.516667,4150,8.483333333,99,100,4150
11/5/2018 5:00,0.077,5,5,0,11,0,1015.966667,0,101.6666667,2.3,8.416666667,1009.166667,3850,8.583333333,99,100,3850
11/5/2018 6:00,0.071,6,5,0,11,0,1015.95,0,94,2.35,8.416666667,1009.15,3700,8.616666667,99,100,3700
11/5/2018 7:00,0.067,7,5,0,11,0,1016.183333,0,90.33333333,2.083333333,8.516666667,1009.383333,3800,8.733333333,98.83333333,100,3800
11/5/2018 8:00,0.054,8,5,0,11,0,1016.016667,0,95,2.55,8.75,1009.216667,3716.666667,8.983333333,98,100,3716.666667
11/5/2018 9:00,0.058,9,5,0,11,0,1015.783333,0,115.8333333,3.15,8.95,1009,3566.666667,9.25,98,100,3566.666667
11/5/2018 10:00,0.071,10,5,0,11,0,1015.633333,0,127.1666667,3.116666667,8.916666667,1008.833333,4550,9.333333333,97.33333333,100,4550
11/5/2018 11:00,0.058,11,5,0,11,0,1015.366667,0,120.8333333,3.033333333,9.016666667,1008.566667,4500,9.45,97.16666667,100,4500
11/5/2018 12:00,0.054,12,5,0,11,0,1014.816667,0,113.5,3,9.033333333,1008.05,5833.333333,9.4,97.66666667,100,5583.333333
11/5/2018 13:00,0.067,13,5,0,11,0,1014.3,0,98.16666667,3.633333333,8.95,1007.516667,4933.333333,9.316666667,97.5,100,4700
11/5/2018 14:00,0.065,14,5,0,11,0,1014.133333,0,89.5,3.516666667,9.016666667,1007.333333,3266.666667,9.15,99.33333333,100,3266.666667
11/5/2018 15:00,0.054,15,5,0,11,0,1013.883333,0,88.5,3.633333333,9.05,1007.083333,2616.666667,9.083333333,100,100,2616.666667
11/5/2018 16:00,0.06,16,5,0,11,0,1013.5,0,88.33333333,4.033333333,9.05,1006.7,2283.333333,9.066666667,100,100,2283.333333
11/5/2018 17:00,0.108,17,5,0,11,0,1013.366667,0,93.66666667,4.2,9.1,1006.583333,2250,9.1,100,100,2250
11/5/2018 18:00,0.177,18,5,0,11,0,1013,0,93.83333333,4.116666667,9.083333333,1006.216667,2816.666667,9.116666667,100,100,2816.666667
11/5/2018 19:00,0.242,19,5,0,11,0,1012.783333,0,100.8333333,4.15,9.133333333,1006,2550,9.133333333,100,100,2550
11/5/2018 20:00,0.216,20,5,0,11,0,1012.366667,0,100.6666667,3.816666667,8.833333333,1005.6,3350,8.833333333,100,100,3350
11/5/2018 21:00,0.13,21,5,0,11,0,1011.833333,0,104,3.116666667,8.733333333,1005.066667,3316.666667,8.783333333,99.83333333,100,3316.666667
11/5/2018 22:00,0.059,22,5,0,11,0,1011.433333,0,106.1666667,3.1,8.683333333,1004.65,2483.333333,8.766666667,99.66666667,100,2483.333333
11/5/2018 23:00,0.81,23,5,0,11,0,1010.716667,0,93.66666667,3.216666667,8.916666667,1003.966667,1110,8.983333333,100,100,1066.666667
11/6/2018 0:00,0.282,0,6,1,11,0,1010.316667,0,92.5,3.133333333,9.066666667,1003.533333,1015,9.133333333,100,100,1000
11/6/2018 1:00,0.319,1,6,1,11,0,1009.683333,0,82.5,3.666666667,9.183333333,1002.9,631.6666667,9.183333333,100,100,583.3333333
11/6/2018 2:00,0.098,2,6,1,11,0,1008.866667,0,87,3.95,9.066666667,1002.15,475,9.1,100,106,433.3333333
11/6/2018 3:00,0.062,3,6,1,11,0,1008.416667,0,92.5,3.733333333,9.016666667,1001.65,546.6666667,9.066666667,100,102,500
11/6/2018 4:00,0.115,4,6,1,11,0,1008.433333,0,106.3333333,2.933333333,8.983333333,1001.666667,988.3333333,9.016666667,100,100,950
11/6/2018 5:00,0.076,5,6,1,11,0,1008,0,101.3333333,3.166666667,9,1001.25,1550,9.016666667,100,100,1550
11/6/2018 6:00,0.073,6,6,1,11,0,1008.083333,0,125,3.383333333,8.8,1001.333333,2166.666667,8.833333333,100,100,2166.666667
11/6/2018 7:00,0.061,7,6,1,11,0,1008.433333,0,147.6666667,3.683333333,8.633333333,1001.65,1650,8.65,100,100,1650
11/6/2018 8:00,0.055,8,6,1,11,0,1008.766667,0,150.6666667,3.2,8.466666667,1001.966667,1011.666667,8.516666667,100,100,983.3333333
11/6/2018 9:00,0.066,9,6,1,11,0,1008.766667,0,152.5,3.05,8.6,1002,1100,8.616666667,100,100,1100
11/6/2018 10:00,0.184,10,6,1,11,0,1009.1,0,178.6666667,3.416666667,8.433333333,1002.35,500,8.45,100,108,450
11/6/2018 11:00,0.153,11,6,1,11,0,1009.333333,0,199,2.866666667,8.633333333,1002.583333,1365,8.633333333,100,100,1350
11/6/2018 12:00,0.337,12,6,1,11,0,1009.466667,0,210.1666667,2.866666667,8.983333333,1002.7,2183.333333,9.033333333,100,100,2183.333333
11/6/2018 13:00,0.165,13,6,1,11,0,1009.683333,0,222.3333333,2.65,8.966666667,1002.966667,3283.333333,9.15,98.83333333,100,3283.333333
11/6/2018 14:00,0.186,14,6,1,11,0,1010.15,0,214.5,2.016666667,8.5,1003.4,3566.666667,8.833333333,98,100,3566.666667
11/6/2018 15:00,0.175,15,6,1,11,0,1010.483333,0,192.1666667,0.883333333,8.35,1003.733333,4016.666667,8.683333333,98,100,4016.666667
11/6/2018 16:00,0.166,16,6,1,11,0,1011,0,186.8333333,1.15,8.316666667,1004.216667,2483.333333,8.533333333,98.66666667,100,2483.333333
11/6/2018 17:00,0.169,17,6,1,11,0,1011.55,0,157.6666667,1.133333333,8.15,1004.766667,1435,8.283333333,99,100,1416.666667
11/6/2018 18:00,0.245,18,6,1,11,0,1011.733333,0,125.3333333,1.85,8.016666667,1004.95,400,8.05,99.83333333,110,366.6666667
11/6/2018 19:00,0.223,19,6,1,11,0,1011.983333,0,129.3333333,2.4,7.983333333,1005.183333,308.3333333,8.016666667,100,112,266.6666667
11/6/2018 20:00,0.16,20,6,1,11,0,1012.2,0,130.8333333,2.566666667,7.85,1005.4,190,7.866666667,100,112,133.3333333
11/6/2018 21:00,0.063,21,6,1,11,0,1012.216667,0,124.1666667,2.1,7.716666667,1005.416667,171.6666667,7.716666667,100,112,100
11/6/2018 22:00,0.792,22,6,1,11,0,1012.183333,0,104.8333333,1.316666667,7.616666667,1005.383333,156.6666667,7.65,100,112,100
11/6/2018 23:00,1.265,23,6,1,11,0,1012.033333,0,75.33333333,1.833333333,7.383333333,1005.216667,160,7.4,100,112,116.6666667
11/7/2018 0:00,1.234,0,7,2,11,0,1011.766667,0,75.16666667,2.75,7.416666667,1004.966667,175,7.416666667,100,112,100
11/7/2018 1:00,0.112,1,7,2,11,0,1011.516667,0,82.16666667,3.35,7.4,1004.716667,191.6666667,7.416666667,100,112,116.6666667
11/7/2018 2:00,0.068,2,7,2,11,0,1011.033333,0,75.16666667,3.433333333,7.766666667,1004.233333,188.3333333,7.8,100,112,116.6666667
11/7/2018 3:00,0.088,3,7,2,11,0,1010.566667,0,78.16666667,3.216666667,7.866666667,1003.783333,173.3333333,7.916666667,100,112,100
11/7/2018 4:00,0.113,4,7,2,11,0,1010.45,0,84.16666667,3.833333333,8,1003.65,175,8.05,100,112,100
11/7/2018 5:00,0.063,5,7,2,11,0,1010.033333,0,79.83333333,3.55,8.083333333,1003.25,175,8.116666667,100,112,100
11/7/2018 6:00,0.058,6,7,2,11,0,1009.883333,0,78.5,3.566666667,7.966666667,1003.1,161.6666667,7.966666667,100,112,100
11/7/2018 7:00,0.065,7,7,2,11,0,1010.016667,0,88,3.716666667,8.333333333,1003.25,160,8.35,100,112,100
11/7/2018 8:00,0.07,8,7,2,11,0,1009.933333,0,94.83333333,3.55,8.066666667,1003.166667,161.6666667,8.083333333,100,112,100
11/7/2018 9:00,0.056,9,7,2,11,0,1009.866667,0,102.3333333,3.633333333,8.316666667,1003.066667,220,8.366666667,100,112,150
11/7/2018 10:00,0.075,10,7,2,11,0,1009.816667,0,105.5,3.2,8.45,1003.066667,238.3333333,8.483333333,100,112,200
11/7/2018 11:00,0.153,11,7,2,11,0,1009.716667,0,119,3.283333333,8.6,1002.916667,213.3333333,8.616666667,100,112,200
11/7/2018 12:00,0.065,12,7,2,11,0,1009.583333,0,124.5,2.95,8.9,1002.85,415,8.9,100,108,383.3333333
11/7/2018 13:00,0.321,13,7,2,11,0,1009.916667,0,151.5,3.883333333,8.95,1003.116667,613.3333333,8.983333333,100,104,600
11/7/2018 14:00,0.054,14,7,2,11,0,1010.066667,0,147.8333333,2.583333333,8.866666667,1003.316667,325,8.916666667,100,112,300
11/7/2018 15:00,0.144,15,7,2,11,0,1010.433333,0,160.3333333,2.983333333,8.95,1003.716667,616.6666667,9.016666667,100,102,583.3333333
11/7/2018 16:00,0.205,16,7,2,11,0,1010.75,0,159.5,2.833333333,8.95,1003.983333,486.6666667,9,100,106,450
11/7/2018 17:00,0.186,17,7,2,11,0,1011.383333,0,164.6666667,2.783333333,8.716666667,1004.616667,650,8.733333333,100,104,600
11/7/2018 18:00,0.192,18,7,2,11,0,1011.85,0,162.8333333,2.85,8.533333333,1005.083333,265,8.55,100,112,216.6666667
11/7/2018 19:00,0.232,19,7,2,11,0,1012.383333,0,171,2.333333333,8.4,1005.583333,201.6666667,8.45,100,112,166.6666667
11/7/2018 20:00,0.278,20,7,2,11,0,1012.783333,0,160.8333333,2.333333333,8.183333333,1005.983333,225,8.183333333,100,112,183.3333333
11/7/2018 21:00,1.264,21,7,2,11,0,1013.45,0,162,2.2,7.966666667,1006.633333,220,7.966666667,100,112,166.6666667
11/7/2018 22:00,0.334,22,7,2,11,0,1013.866667,0,140.8333333,1.933333333,7.55,1007.016667,163.3333333,7.566666667,100,112,100
11/7/2018 23:00,0.33,23,7,2,11,0,1014.083333,0,120.3333333,1.616666667,7.233333333,1007.283333,128.3333333,7.233333333,100,112,100
11/8/2018 0:00,0.272,0,8,3,11,0,1014.45,0,117.5,2.15,6.983333333,1007.566667,108.3333333,7,100,112,100
11/8/2018 1:00,0.204,1,8,3,11,0,1014.816667,0,117.1666667,1.9,6.95,1007.95,111.6666667,6.966666667,100,112,100
11/8/2018 2:00,0.235,2,8,3,11,0,1014.933333,0,115.8333333,1.533333333,6.916666667,1008.05,146.6666667,6.966666667,100,112,116.6666667
11/8/2018 3:00,0.115,3,8,3,11,0,1015.15,0,117.6666667,2.083333333,7.316666667,1008.333333,183.3333333,7.333333333,100,112,116.6666667
11/8/2018 4:00,0.086,4,8,3,11,0,1015.75,0,121.8333333,2.3,7.383333333,1008.916667,176.6666667,7.416666667,100,112,100
11/8/2018 5:00,0.073,5,8,3,11,0,1016.05,0,118,2.416666667,7.366666667,1009.233333,213.3333333,7.383333333,100,112,200
11/8/2018 6:00,0.066,6,8,3,11,0,1016.766667,0,135.1666667,1.716666667,7.35,1009.916667,250,7.416666667,100,112,216.6666667
11/8/2018 7:00,0.071,7,8,3,11,0,1017.316667,0,138.1666667,1.3,7.8,1010.5,195,7.816666667,100,112,133.3333333
11/8/2018 8:00,0.08,8,8,3,11,0,1017.9,0,119.3333333,0.8,8.583333333,1011.083333,1366.666667,8.616666667,100,89.33333333,1333.333333
11/8/2018 9:00,0.066,9,8,3,11,0,1018.266667,0,172.1666667,1.533333333,9.15,1011.466667,6133.333333,9.15,100,77.5,5666.666667
11/8/2018 10:00,0.245,10,8,3,11,0,1018.683333,0,220,2.516666667,9.783333333,1011.883333,8716.666667,9.816666667,100,17.5,8000
11/8/2018 11:00,0.246,11,8,3,11,0,1019,0,234.6666667,3.016666667,10,1012.216667,8750,10.18333333,99,60,8166.666667
11/8/2018 12:00,0.234,12,8,3,11,0,1019.05,0,207.3333333,2.166666667,10.13333333,1012.266667,11583.33333,11.11666667,93.5,27.5,11166.66667
11/8/2018 13:00,0.09,13,8,3,11,0,1019.283333,0,222.8333333,2.616666667,9.55,1012.533333,14933.33333,11.18333333,89.83333333,53.33333333,14500
11/8/2018 14:00,0.247,14,8,3,11,0,1019.733333,0,219.5,2.766666667,9.083333333,1012.95,19233.33333,10.88333333,88.83333333,90,18833.33333
11/8/2018 15:00,0.343,15,8,3,11,0,1019.933333,0,183.3333333,1.616666667,8.066666667,1013.116667,11633.33333,9.1,93.33333333,52.5,11000
